sender,value
0xa5A088AF8c36643a654420C735E9c7b2924Cd3bD,100000000000000000
0xAE13245d7ab6621b8583F5a734F8F8728dE4Dcd1,50000000000000000
0x0b7A944F2908EFc4969a7F6f58284093857cb2Fb,1000000000000000000
0xCc1407C05eC391655F93c3A3dd40A6134434f7f7,1000000000000000000
0xD70696eD4f5099d925B37D8a01cf5F7a858522D2,11102636414266279
0xd719868E866F1052a6B64478a6d1f3F8Be53F5Ba,50000000000000000
0x34Fd90A263D567fD2EBC27241B732ddf27bB26D2,2500000000000000000
0x08c6CAB5Bf0ae77833C5CBf8d2dd934a9253CD7B,100000000000000000
0x0330B8896316f7fc89e1bEEe5f141C0102eed772,100000000000000000
0x7b5edF38D955dd9deC103aF05c2D68B28e02Ad90,1000000000000000000
0x60e1eCd48D2bd02469134E5759414FBEa12eE54f,80000000000000000
0x9CCaC6d11c306317c99b8882e17bE4b1Eb8d7f3D,21954378800851830
0xD353Ad67518508741E64e8A90531e591142f4575,1800000000000000000
0x842702F9EdaeFAFBCF5C134F84492428d97D720B,500000000000000000
0xc4A54FA093Cb54043c0472DB168689bC92c7185e,500000000000000000
0x5ecDAD7E85B05581B6fd3b429B900a1e223a114D,500000000000000000
0xE2dAD712978D8fCfb371aA6c2d1aB5B51Ef540ae,100000000000000000
0x67CA64b5074452942B45165FC726d8Bc577d8122,50000000000000000
0x997fa81eDecED451015E0089fD48dE76dC2f9BeB,5000000000000000
0x86f3D7d0dd3f31FB32d682c6da58AFb48ccBFEF7,550000000000000000
0x9030B78A312147DbA34359d1A8819336fD054230,250000000000000000
0xCc7842f66fa9a8ab6920854EC3DB9517aAD9BbcE,10000000000000000
0xD4D39Ee3b0f06bE0508fe7AF7aEf4de2457FF572,380000000000000000
0x6cfB785EfBCb1A91871aEf4e6b825fc345860eDD,5000000000000000
0x3F87F66041876A74FE0B81B86529627217fa1D45,50000000000000000
0xa561FF96e6C87d5bd011D16fB418e22FCA776369,1000000000000000000
0x8761e0DD63d14cf566aCf4b730f3540f164B6b56,1000000000000000000
0x2A16E92eceEfA1026ecB9eb0e10cBe7E9fAe1f90,50000000000000000
0x2154bBcE5bbf61F51de52daAd0D055dBA455f1A2,50000000000000000
0x4e940B46cA0EBa37C84E9D8094C5815539559a5c,20000000000000000
0x08156CB8506ab4AF88b9fDEEc686a3dA6A0eEf00,25000000000000000
0x1ADd90CFE379Ad9c56C36522A3A4d33E89032671,100000000000000000
0x5664230E0Bcb842Dad7deEec8c9c6E0A9a4C1ad4,25000000000000000
0xCBF8168418E618C57ea52a6128CDdbC096D3DB37,50000000000000000
0x29bAD3a7910658f79A36A586aefabC08dF832fD0,100000000000000000
0x9f1C5712F5bbef2833eA694DB5e326bc3645fAce,1000000000000000000
0xbfd7eED6d4f3De5A1eBC8201D2ac3dD2c218fe69,1200000000000000000
0xBa13e00BDB5Db692fd9eCEC8dE24FEAF96Fa87c7,200000000000000000
0xdd98710c4E9b3fBF8B82a787eF3718E86Bac7bE8,14794131875407966
0x180e40B8d10B21796CCe59795883Cc8F80f5E33c,20000000000000000
0x178D63940bC8a2F3486F4DA2Fb01cBc88c7874fC,300000000000000000
0xa1f5968465AD8D36FcA10b1D9c7D7f9602ce388D,100000000000000000
0x68C299AEe39E0B8bDa474aE3d327ed3483009833,300000000000000000
0x0E432B1D132cF3b1D91a8C140F2130d9f1153011,50000000000000000
0x20b0818DE68E8dD7F51EE25790bFfb83509C3A16,10000000000000000
0x8Fe316B09c8F570Fd00F1172665d1327a2c74c7E,200000000000000000
0x679B4172E1698579d562D1d8b4774968305b80b2,200000000000000000
0x59a9bB69dd15f8E932Fbd1982389f62CfefB68f4,100000000000000000
0x3F3F1501dF473080eF8E8C28272D22daab1551A4,3900000000000000000
0x16892c6ac16052AE6CbFC08f7ee4018c4C828348,1500000000000000000
0x84cd32424530147DCa1feA9C0cE021129508D544,2000000000000000000
0xBe8f8F42Ac2453b3b8A2C8f32eF106a16Be15194,24726157802339095
0x0B013cCa6335dD62353cA60ECec9C39b5227D270,100000000000000000
0x389919937aeEb220706216C0dba9d0C5AFc71168,40000000000000000
0xD3b10C20C555711EDfc722730e7343bce20c589a,740000000000000000
0x1A8DCB3775Aa442B8815E5AEAaE138CCa522631A,500000000000000000
0xca00DBf23B102584a5425974C18C014c4fBbf902,500000000000000000
0x1aA8Fb53B998e1781327C17727fd9c627751d608,200000000000000000
0x9A05719Ee938dbBf90F47e737085dEA0E49F8322,1000000000000000000
0xB004B55318cf8855A5FB96BA7691E70bc484a934,380000000000000000
0xd8A7193c3Da0F4EaD7742936E6E42C4721b5c374,2800000000000000000
0xa7256D630cEcdCCE3918d2D6beC203aE781C1128,210000000000000000
0xa5A22a784d698B967382179a867E8217e0BCAA90,280000000000000000
0xb9e66643E4f58061A1eF35BF2E20D41a94766039,120000000000000000
0xA7EFAe728D2936e78BDA97dc267687568dD593f3,83695000000000000
0x9b7657D46ea863bfDD0c48b4C41794D47e95E6De,2000000000000000
0x8014504Ff6a2D9B8D865Ee1b49BC00d63385Eb24,200000000000000000
0x425F5a61034f75b48Ea33dDD090d01102F92D4Ab,450000000000000000
0xbC2859644766E02b6aD37573d4be2ACe7F2C2cb1,100000000000000000
0x6dC4fF230F6d1aA1296708c0fa6157Dd19Dd889E,20000000000000000
0x12b539C88A88af86A233F271c779FE7C369067Dc,250000000000000000
0x718A97756301524BEcEe4FaA34E1Ae59E96da750,220000000000000000
0x66bD40f9abe16fC2E35d724d1D374B27b9EAC21E,50000000000000000
0x7990E3d38279931BE8f396B5dAc50F0765AD9f9f,219507162518712990
0xb1514bd0DA0cfcA5eFA634350D56c064A7f173fd,1800000000000000000
0xB47E50B7B67971713f80eC7Ec26332f18a7CF738,10000000000000000
0x489a91CEbC04Be1E4f30E47A901158554965692F,123000000000000000
0x9EfF5B715d0E2C0ecDacB029C742dD516A751213,24651412978462610
0x2239fF85F256B0Ad09502e6B757AD4c0a747a899,50000000000000000
0x69fd6F4FF4E0Da5149355AB5151F4c5962A6B77c,100000000000000000
0xd79019B30E667D4bD3c3E68183C5B5fEaDBCc119,100000000000000000
0x9855A23f75B93DC17e02CBC91D86702CD4B60Dac,197085758583084786
0x23ce6856fC2FcCdC2166F459ce77f3a7175DA6e8,300000000000000000
0xdc3C1a9ab3fEDC0c94bB9a85208EBAfF4f9B5aED,100000000000000000
0x14273493f5E508FF7c002e532aa7C4829660E18C,104020000000000000
0xE62ff862000240b315B65a1d69488D86362FfCe7,500000000000000000
0xa4C539368A1A3cd94F9e834Ededb8E1dB841e67D,100000000000000000
0x9d99F782529abfFD769A5B5411322250ABbE5923,30000000000000000
0x7b83048D684a27C2c98AD968Dad7F1F0f186dE52,200000000000000000
0x175A8FF49660fd7c168a77142C22389d4430b876,400000000000000000
0x72E1539d92260339DD7a0B7432b5A8e5565fee9b,3123000000000000000
0x564fc5027bE63048121D54608cAbF441E1F63473,40000000000000000
0xF0a1ac8AC1E83ab743E97428B36dFCe141Ac9df3,1000000000000000000
0x01AB50c379aa098a199Feda4C5a51d623FfcD764,500000000000000000
0x9224Cf7956B8787F1e015349BA2937CEf29215D8,690000000000000000
0x99bD4a84B6aFBc86E871DC15D3b14fEc88B74cfa,300000000000000000
0xC56c27924785d7d60c21b6Fe5662B199e60A92CB,866248149749722
0xeDA4dDE603e93d17D8Ab55c8A94Cb7c319905C35,500000000000000000
0x51318c2f3e7d9735EaE7E9c9838bB972742470e5,100000000000000000
0xB1851F797B1233601A790C133c67f0691Fefa99d,1000000000000000000
0x538DeD4D0d461206AE8E0c021d5179D3a31D2b12,200000000000000000
0x3680EAF1f85BEc9f120bCAAa9ef469fb849E1781,3000000000000000000
0xeAE6850aF2416257Df464C14195234280D23a5c9,1000000000000000000
0xABE3bF5043ed0833d3da5148CD58d0F946891E61,1000000000000000000
0x65f853B6624e8Ef6be6F4b2490A5d62fD711E43D,4000000000000000
0x0E61A8fb14f6AC999646212D30b2192cd02080Dd,42690000000000000
0x059E51c98C0a5B89624E8C1937a001DbEaCEda8c,2000000000000000000
0x841edF703Fe8e7307b7808A53458DAAf48cA0464,1000000000000000000
0xe9e5d197B2Dd08463161dE2f8848674482501e67,1000000000000000000
0x272b672809E4b2135269717f802D5a6B03dDaEe5,500000000000000000
0x3522423Cc9786f85D78D65F4cf4ee4Ce2eA91fEF,1000000000000000000
0x2951B1F7058bd2C05F01954002C450BaC0873847,100000000000000000
0x0a9b1197c41a25a7B71Df0cc6b77C24aA1884421,1000000000000000000
0x89f42ccb1B90103A4b886Cc8ee01979492808079,1575000000000000000
0xaC8D807D81ffB494a892D57Ca1A3ec4fc7FA466A,500000000000000000
0xa9FfaE7701e5b364CdDCbC16Cf583F244E5B4d21,250000000000000000
0x21900DfE46149aaAeB4B9995f3AC49F90B3A1FFC,50000000000000000
0x066A2EDcC0b7278A2CF5Bf2a040b4a54a41A9550,100000000000000000
0x47b405deFe1c69359DCcB5D8f862282550d89910,44000000000000000
0xBe3F4cd4839682B3d679abE579A655d8272cD24D,200000000000000000
0xabCa2289F0d03773e8b102248997e854aa36CD21,100000000000000000
0x2B9E56A4e041D1004153c5eEE040F0fc2b888888,4000000000000000000
0xF20BA74d2cf6063c0f7F6c81985d82F33F87f008,500000000000000000
0xb75871D5029040B4A701DE3e6ED0E6928F1B7b41,49309988112598617
0xBA5EDc0d2Ae493C9574328d77dc36eEF19F699e2,500000000000000000
0xE3713B8fa68eE3Aa4a49C4F0EE3Cfe48f584988f,300000000000000000
0x14568b367e4e55b60891BA3d5164d15C1Ab8BcE8,150000000000000000
0x880F4E5ef5dfe0D6F5446Da96D0cEe36b45385bA,200000000000000000
0xBDddfBEef2E4F5D81850D7ddE78419D529999999,1000000000000000000
0x08e5F4670B8E70fE77D952BA0fBBF9f4762aAF73,33000000000000000
0xA14CE7889Adc886e037Bf42bFd6D76765C225384,1000000000000000000
0x5EE6a98B20c4B026Aa06AE8A838fc82649E13c90,100000000000000000
0x2E8AF86b8503e866a0Ce3eB80b0eAD4AA3E52A26,90000000000000000
0x4Cd1d3C60468e6Efd6D148441aecbAF8bD057D34,133700000000000000
0xA9Ec7aB90eCDE9E33FC846de370a0f2532d513be,250000000000000000
0xaA56e1C4110A1ED887d2f751559f25e3FA89c3F9,11500000000000000000
